,Country Name,Country Code,Indicator Name,Indicator Code,2016,2017,2018,2019,2020
29434,New Zealand,NZL,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,1.0
29438,New Zealand,NZL,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,9.0
29597,Nicaragua,NIC,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,54.1,54.2,54.2,54.5,54.4
29600,Nicaragua,NIC,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,52.7,53.0,52.9,52.7,52.7
29605,Nicaragua,NIC,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.0,17.6,17.5,17.3,17.3
29639,Nicaragua,NIC,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,142.0
29643,Nicaragua,NIC,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,162.0
29802,Niger,NER,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,46.3,49.3,51.2,52.3,56.8
29805,Niger,NER,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,49.1,49.1,49.4,49.4,49.4
29810,Niger,NER,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,21.2,21.2,21.6,21.6,21.6
29844,Niger,NER,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,132.0
29848,Niger,NER,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,169.0
30007,Nigeria,NGA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,48.4,48.5,52.0,53.4,56.9
30010,Nigeria,NGA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,50.7,50.3,53.0,53.5,53.7
30015,Nigeria,NGA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,21.4,20.9,21.0,21.0,21.0
30049,Nigeria,NGA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,131.0
30053,Nigeria,NGA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,159.0
30212,North Macedonia,MKD,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,77.9,80.6,80.3,80.7,80.7
30215,North Macedonia,MKD,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,84.7,84.7,84.7,84.7,84.7
30220,North Macedonia,MKD,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,11.0,11.0,11.0,11.0,11.0
30254,North Macedonia,MKD,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,17.0
30258,North Macedonia,MKD,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,37.0
30417,Norway,NOR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,81.8,82.4,82.7,82.9,82.6
30420,Norway,NOR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,84.2,84.2,84.8,84.8,85.1
30425,Norway,NOR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.6,23.6,21.8,20.8,20.0
30459,Norway,NOR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,9.0
30463,Norway,NOR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,34.0
30622,Oman,OMN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,66.3,68.1,68.6,68.8,70.0
30625,Oman,OMN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,90.6,90.6,90.6,90.2,90.2
30630,Oman,OMN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.9,10.8,10.8,14.4,14.4
30664,Oman,OMN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,68.0
30668,Oman,OMN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,11.0
30827,Pakistan,PAK,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,50.4,52.5,53.0,55.5,61.0
30830,Pakistan,PAK,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,47.0,46.6,46.4,47.0,52.9
30835,Pakistan,PAK,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.6,18.4,18.3,18.2,17.8
30869,Pakistan,PAK,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,108.0
30873,Pakistan,PAK,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,161.0
31032,Palau,PLW,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,53.1,53.2,53.7,53.7,53.7
31035,Palau,PLW,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,64.6,64.6,69.2,69.0,68.5
31040,Palau,PLW,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,65.8,65.8,65.8,65.8,65.8
31074,Palau,PLW,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,145.0
31078,Palau,PLW,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,113.0
31237,Panama,PAN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,64.7,64.7,66.5,66.9,66.6
31240,Panama,PAN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,39.7,39.7,39.7,46.7,46.7
31245,Panama,PAN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,12.4,12.4,12.4,12.4,12.4
31279,Panama,PAN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,86.0
31283,Panama,PAN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,176.0
31442,Papua New Guinea,PNG,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,56.0,59.3,59.4,59.4,59.8
31445,Papua New Guinea,PNG,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,71.3,71.3,71.7,68.7,67.2
31450,Papua New Guinea,PNG,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.2,23.2,23.2,23.2,23.2
31484,Papua New Guinea,PNG,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,120.0
31488,Papua New Guinea,PNG,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,118.0
31647,Paraguay,PRY,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,58.1,58.0,58.0,58.5,59.1
31650,Paraguay,PRY,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,64.1,64.1,64.1,64.1,64.1
31655,Paraguay,PRY,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.6,9.6,9.6,9.6,9.6
31689,Paraguay,PRY,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,125.0
31693,Paraguay,PRY,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,126.0
31852,Peru,PER,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,67.2,67.5,67.8,68.3,68.7
31855,Peru,PER,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,65.6,66.2,66.2,65.8,65.8
31860,Peru,PER,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.1,21.4,21.4,22.7,22.7
31894,Peru,PER,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,76.0
31898,Peru,PER,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,121.0
32057,Philippines,PHL,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,58.2,59.3,59.3,60.9,62.8
32060,Philippines,PHL,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,62.7,66.2,69.7,72.2,72.6
32065,Philippines,PHL,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20.3,20.3,20.3,20.3,20.2
32099,Philippines,PHL,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,95.0
32103,Philippines,PHL,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,95.0
32262,Poland,POL,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,76.9,77.7,77.9,76.9,76.4
32265,Poland,POL,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,79.1,79.1,79.5,76.5,76.4
32270,Poland,POL,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,14.5,14.5,14.5,14.5,14.5
32304,Poland,POL,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,40.0
32308,Poland,POL,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,77.0
32467,Portugal,PRT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,76.4,76.7,76.5,76.4,76.5
32470,Portugal,PRT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,82.1,83.7,83.7,83.7,83.7
32475,Portugal,PRT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.5,12.5,12.5,12.5,12.5
32509,Portugal,PRT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,39.0
32513,Portugal,PRT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,43.0
32672,Puerto Rico,PRI,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,68.7,69.3,69.8,70.0,70.1
32675,Puerto Rico,PRI,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,50.9,52.0,52.0,52.0,52.0
32680,Puerto Rico,PRI,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,27.1,30.8,30.8,30.8,30.8
32714,Puerto Rico,PRI,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,65.0
32718,Puerto Rico,PRI,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,163.0
32877,Qatar,QAT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,66.5,65.4,66.0,66.7,68.7
32880,Qatar,QAT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,99.4,99.4,99.4,99.4,99.4
32885,Qatar,QAT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
32919,Qatar,QAT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,77.0
32923,Qatar,QAT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,3.0
33082,Romania,ROU,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,72.7,72.9,73.0,72.5,73.3
33085,Romania,ROU,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,79.6,80.4,80.3,80.3,85.2
33090,Romania,ROU,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.9,12.3,12.3,12.3,15.6
33124,Romania,ROU,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,55.0
33128,Romania,ROU,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,32.0
33287,Russian Federation,RUS,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,74.1,75.3,76.5,77.4,78.2
33290,Russian Federation,RUS,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,79.3,79.2,79.1,79.6,80.5
33295,Russian Federation,RUS,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,8.9,8.8,8.8,7.4,7.3
33329,Russian Federation,RUS,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,28.0
33333,Russian Federation,RUS,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,58.0
33492,Rwanda,RWA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,67.1,69.0,71.1,75.4,76.5
33495,Rwanda,RWA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,77.0,74.8,84.2,84.1,84.6
33500,Rwanda,RWA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,25.8,25.8,25.7,25.7,25.7
33534,Rwanda,RWA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,38.0
33538,Rwanda,RWA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,38.0
33697,Samoa,WSM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,60.2,60.0,62.1,62.1,62.1
33700,Samoa,WSM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,75.7,75.7,75.7,75.7,75.7
33705,Samoa,WSM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,11.3,11.2,10.9,10.9,10.9
33739,Samoa,WSM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,98.0
33743,Samoa,WSM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,82.0
33902,San Marino,SMR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,61.4,61.9,61.9,64.2,64.2
33905,San Marino,SMR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,80.2,82.4,82.2,82.2,82.0
33910,San Marino,SMR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.2,5.1,5.1,5.1,5.0
33944,San Marino,SMR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,92.0
33948,San Marino,SMR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,47.0
34107,São Tomé and Principe,STP,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,43.8,44.3,44.7,45.0,45.0
34110,São Tomé and Principe,STP,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,61.6,61.8,61.8,61.8,61.8
34115,São Tomé and Principe,STP,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20.0,19.4,19.4,19.4,19.4
34149,São Tomé and Principe,STP,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,170.0
34153,São Tomé and Principe,STP,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,137.0
34312,Saudi Arabia,SAU,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,59.2,59.4,62.1,63.8,71.6
34315,Saudi Arabia,SAU,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,74.7,74.6,75.0,75.0,80.5
34320,Saudi Arabia,SAU,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,2.2,2.2,2.2,2.2,2.2
34354,Saudi Arabia,SAU,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,62.0
34358,Saudi Arabia,SAU,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,57.0
34517,Senegal,SEN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,49.6,50.3,54.0,54.4,59.3
34520,Senegal,SEN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,37.3,45.1,48.1,48.1,51.2
34525,Senegal,SEN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.4,16.2,16.2,16.2,16.2
34559,Senegal,SEN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,123.0
34563,Senegal,SEN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,166.0
34722,Serbia,SRB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,70.0,73.3,73.8,73.9,75.7
34725,Serbia,SRB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,70.3,74.7,74.7,74.8,75.3
34730,Serbia,SRB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.0,13.0,13.0,13.0,13.0
34764,Serbia,SRB,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,44.0
34768,Serbia,SRB,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,85.0
34927,Seychelles,SYC,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,59.0,60.5,61.5,61.5,61.7
34930,Seychelles,SYC,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,84.7,84.7,84.7,84.7,84.7
34935,Seychelles,SYC,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.8,18.8,18.8,18.8,18.8
34969,Seychelles,SYC,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,100.0
34973,Seychelles,SYC,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,36.0
35132,Sierra Leone,SLE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,46.9,47.2,47.1,47.2,47.5
35135,Sierra Leone,SLE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,73.2,73.0,73.0,73.0,73.0
35140,Sierra Leone,SLE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.5,18.5,18.5,18.5,18.5
35174,Sierra Leone,SLE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,163.0
35178,Sierra Leone,SLE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,93.0
35337,Singapore,SGP,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,84.9,85.4,85.6,85.8,86.2
35340,Singapore,SGP,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,90.4,91.5,91.6,91.6,91.6
35345,Singapore,SGP,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,1.7,1.8,1.5,1.7,2.1
35379,Singapore,SGP,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,2.0
35383,Singapore,SGP,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,7.0
35542,Slovak Republic,SVK,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,74.8,75.0,75.2,75.4,75.6
35545,Slovak Republic,SVK,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,79.2,80.5,80.5,80.6,80.6
35550,Slovak Republic,SVK,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.4,9.5,9.5,9.1,9.1
35584,Slovak Republic,SVK,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,45.0
35588,Slovak Republic,SVK,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,55.0
35747,Slovenia,SVN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,74.7,75.4,76.4,76.4,76.5
35750,Slovenia,SVN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,83.3,83.3,83.3,83.3,83.3
35755,Slovenia,SVN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,12.7,12.7,12.7,12.7,12.7
35789,Slovenia,SVN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,37.0
35793,Slovenia,SVN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,45.0
35952,Solomon Islands,SLB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,54.7,55.1,54.9,55.2,55.3
35955,Solomon Islands,SLB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,83.8,83.8,83.8,83.8,83.8
35960,Solomon Islands,SLB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.3,23.3,23.3,23.3,23.3
35994,Solomon Islands,SLB,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,136.0
35998,Solomon Islands,SLB,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,41.0
36157,Somalia,SOM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,20.2,20.3,20.0,20.0,20.0
36160,Somalia,SOM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,0.0,0.0,0.0,0.0,0.0
36165,Somalia,SOM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,,,,,
36199,Somalia,SOM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,190.0
36203,Somalia,SOM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,190.0
36362,South Africa,ZAF,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,66.2,65.4,65.3,66.7,67.0
36365,South Africa,ZAF,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,81.2,81.0,81.2,81.1,81.2
36370,South Africa,ZAF,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,21.7,21.7,21.7,21.8,21.8
36404,South Africa,ZAF,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,84.0
36408,South Africa,ZAF,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,54.0
36567,South Sudan,SSD,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,32.8,32.7,31.6,33.6,34.6
36570,South Sudan,SSD,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,77.6,76.7,76.7,76.7,76.7
36575,South Sudan,SSD,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,6.9,9.2,9.2,9.2,9.2
36609,South Sudan,SSD,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,185.0
36613,South Sudan,SSD,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,74.0
36772,Spain,ESP,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,75.9,77.6,77.6,77.7,77.9
36775,Spain,ESP,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,83.1,84.2,84.4,84.6,84.7
36780,Spain,ESP,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.4,12.5,10.6,10.6,10.6
36814,Spain,ESP,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,30.0
36818,Spain,ESP,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,35.0
36977,Sri Lanka,LKA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,59.2,59.8,60.0,61.8,61.8
36980,Sri Lanka,LKA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,53.5,53.7,53.9,59.8,59.8
36985,Sri Lanka,LKA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,1.1,1.2,1.2,1.2,1.2
37019,Sri Lanka,LKA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,99.0
37023,Sri Lanka,LKA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,142.0
37182,St. Kitts and Nevis,KNA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,55.6,54.4,54.6,54.6,54.6
37185,St. Kitts and Nevis,KNA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,64.4,64.4,64.4,64.4,64.4
37190,St. Kitts and Nevis,KNA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,30.5,30.5,30.5,30.5,30.5
37224,St. Kitts and Nevis,KNA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,139.0
37228,St. Kitts and Nevis,KNA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,125.0
37387,St. Lucia,LCA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,63.5,63.5,63.6,63.6,63.7
37390,St. Lucia,LCA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,75.5,75.5,75.5,75.5,75.5
37395,St. Lucia,LCA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,25.8,25.8,25.8,25.8,25.8
37429,St. Lucia,LCA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,93.0
37433,St. Lucia,LCA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,84.0
37592,St. Vincent and the Grenadines,VCT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,57.1,57.0,57.0,57.0,57.1
37595,St. Vincent and the Grenadines,VCT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,70.3,70.3,70.3,70.3,71.1
37600,St. Vincent and the Grenadines,VCT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,29.8,29.8,29.8,29.8,27.6
37634,St. Vincent and the Grenadines,VCT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,130.0
37638,St. Vincent and the Grenadines,VCT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,100.0
37797,Sudan,SDN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,45.5,44.8,45.0,48.0,44.8
